uid,review_text,star_rating,binary_label,text_only_prediction,text_only_confidence,metadata_only_prediction,metadata_only_confidence,multimodal_prediction,multimodal_confidence,flag_A_sentiment_vs_label,flag_B_cross_model,flag_C_highconf_contradiction,genuine_conflict,label_noise,sarcasm,mixed_sentiment,unclear,notes
16730,"I have been using a charcoal daily toothpaste for about 2 weeks. Saw minimal results. After using this once, I could see a markable difference. It is slightly messy but I only use it once or twice a week as directed, it’s no big deal. Will now be a regular part of my dental regimen.",5.0,1,0,0.5219,1,0.6889,1,0.7631,1,1,0,,,,,,
6121,The activator bottle was empty!!!,1.0,0,0,0.988,1,0.6278,0,0.9932,0,1,0,,,,,,
9170,"Love the close shave. However, they dull after 3-4 uses. Would like them to last longer,but will purchase again unless I find something bettter.",4.0,1,1,0.5835,0,0.6254,0,0.7777,1,1,0,,,,,,
15760,Waste of money. Eye lashes continued exactly the same.,1.0,0,0,0.9686,1,0.6024,0,0.9694,0,1,0,,,,,,
201,Love them!<br />Got so many compliments :)<br />Definitely catches attention.<br />Had to cut the ends a tiny bit to fit the size of my eye.,5.0,1,1,0.9869,0,0.5195,1,0.9974,0,1,0,,,,,,
266,Yes it was perfect.,4.0,1,1,0.9017,0,0.5503,1,0.9833,0,1,0,,,,,,
6765,I absolutely love this! I can style my brows any way I choose! Use the brush to make brow lines! Finish with brow gel! This is genius!,5.0,1,1,0.9388,0,0.5424,1,0.9825,0,1,0,,,,,,
9377,Weakly made,2.0,0,0,0.6487,1,0.7167,0,0.8189,0,1,0,,,,,,
18058,Plenty of compliments on this hair.,5.0,1,1,0.9782,0,0.5585,1,0.9768,0,1,0,,,,,,
12780,Our while family LOVES the What's in the Bible series. My husband and I like that our kids are learning so much about God's word by watching it. The kids find them very entertaining and ask to watch them over and over again. We started with just the first DVD but have enjoyed them so much we are now the proud owners of the whole set.,5.0,1,1,0.9911,0,0.5366,1,0.9713,0,1,0,,,,,,
7787,This product works great. I don't need to use any heat on my hair.,4.0,1,1,0.6932,0,0.7359,1,0.8916,0,1,0,,,,,,
4549,[[VIDEOID:7ab3a29d96abdf66cc2f94c7f1e34b4]] I did my daughter hair in these crochet butterfly locs. I wanted to love these so bad but their extremely too soft they don’t hold up at all they unravel so easily. It’s only been a week since I installed them on her and they look a mess already I have to rewrap them myself which I shouldn’t have to do for the price I paid for these. Seller if you’re reading this if they were more sturdy and less soft If possible they’ll be so perfect.,2.0,0,0,0.6013,1,0.5204,0,0.6581,0,1,0,,,,,,
904,Was darker than I expected. ..and rubbed of.,2.0,0,0,0.681,1,0.6248,0,0.8298,0,1,0,,,,,,
18868,I have not had any problems with this mask replacement. They were a very good price rather than going to my local sleep study place.,4.0,1,0,0.9333,1,0.7814,0,0.7645,1,1,1,,,,,,
4330,I have been using it for a few months now. Everything is great so far.,5.0,1,1,0.9954,0,0.7538,1,0.9897,0,1,0,,,,,,
8489,"Does the trick of removing hair, doesn't work as well on calluses.",4.0,1,0,0.6422,1,0.5235,1,0.6059,1,1,0,,,,,,
10003,Didn't work PERIOD!,1.0,0,0,0.9925,1,0.7037,0,0.9997,0,1,0,,,,,,
2329,Wouldn't get hot and didn't blow very powerful. It took forever to dry my hair. Not sure if it's a defect but its being returned.,1.0,0,0,0.9997,1,0.5864,0,0.9967,0,1,0,,,,,,
18172,Loved the look of them vs the basic blue ones but unfortunately the ear loops are barely attached and snap off very easily.,2.0,0,1,0.6111,0,0.644,0,0.7821,0,1,0,,,,,,
9473,"I bought this for my BH Cosmetics rose gold brush set. I was worried that it wouldn't work out because the brush handles are thick and round, but they fit perfectly! It is such a wonderful, easy case. No rolling or tying, just fold snap and go! It's also very durable and easy to clean. Not to mention, it's just lovely!",5.0,1,1,0.5843,0,0.5729,1,0.8195,0,1,0,,,,,,
17806,"I don't typically use face masks, since they can cause my face to break out, but I thought I'd give it another go with the Grace & Stella cucumber mask, and I loved it!!! It was very light and smooth, easy to use, and made my skin feel super soft and cool afterwards! can't wait to try the other kinds!!",5.0,1,1,0.9321,0,0.5623,1,0.9468,0,1,0,,,,,,
6778,Amazing value for the price. So easy and beautiful!,5.0,1,1,0.9987,0,0.6539,1,0.9999,0,1,0,,,,,,
12591,Will buy again. It really works,5.0,1,1,0.737,0,0.569,1,0.9783,0,1,0,,,,,,
9635,"I love using clay masks and this one is great! Feels so cool and refreshing on the skin. It’s the first one I’ve used with aloe vera added which is great. So nice for the skin, I really enjoyed using it.",5.0,1,1,0.9925,0,0.5733,1,0.9969,0,1,0,,,,,,
4269,Love this stuff. It works so great that I am a repeat customer. Now if only you could make one for someone with a head full of hair that would great.,5.0,1,1,0.8956,0,0.6169,1,0.9634,0,1,0,,,,,,
7043,"My big toenails were thick and partially black from fungus. I tried to sand them down with a regular nail file but that was way too much work and too little progress. I was a little doubtful about this drill because of the price but it really does work. If you press down too much the drill does stop but the whole point is to really not do that, lightly sweep it over your nails and let the sanding do the job. I like the speed dial and the fact that I can control it. For the price, it does what its supposed to do. I didnt have any overheating issues or anything. Now my toenails look as good as they are going to get while i do my treatments.",5.0,1,0,0.7621,0,0.5265,0,0.7556,1,0,0,,,,,,
1935,Ordered these for my husband who’s a barber. He loves them. We have tried several different types including the clear (cheaper) ones but these are by far the best disposals.,5.0,1,1,0.7274,0,0.7345,1,0.6514,0,1,0,,,,,,
2195,Does not leave clean shave had to use razor for under neck. Waterproof does not mean you can shower with it.,2.0,0,0,0.9163,1,0.5919,0,0.8938,0,1,0,,,,,,
8811,No me gusto el delineador me decepcionó no sirven el rímel sin producto Creo que el valor de ambos sería un dólar<br />Cada uno por su función,2.0,0,1,0.6127,0,0.6956,1,0.7681,0,1,0,,,,,,
194,Made my hair dry,1.0,0,0,0.8628,1,0.7449,0,0.984,0,1,0,,,,,,
8075,These are very cute and look super cute on. The reason for 4 stars is because I don't really think they are for adults. I have a small head and I have to stretch them almost out of shape to put on. When I do have them on they are tight. I think the seller should state for girls not women.,4.0,1,0,0.684,0,0.6064,0,0.8494,1,0,0,,,,,,
5063,Horrible hair!,1.0,0,0,0.951,1,0.7349,0,0.989,0,1,0,,,,,,
9097,easy to use & great enhancement,5.0,1,1,0.9909,0,0.5852,1,0.9996,0,1,0,,,,,,
3577,"The color is amazing and it is so soft! I have ordered in the past, numerous times and this company will continue to be my ""go-to"" place for my wigs....this is my new color; I'm sticking with this one! The little extra gifts are very cute too! Thank you!",5.0,1,1,0.9722,0,0.6457,1,0.9894,0,1,0,,,,,,
12833,The package was damaged :/ but the product is good... well ... what was left is good,2.0,0,0,0.9327,1,0.5711,0,0.9276,1,1,0,,,,,,
14309,I got the Vanilla and Tobacco scent for my husband for christmas. He has a goatee and feels embarassed buying himself beard oil since he doesn't really have a beard. He loves it and he loves the scent. Only problem is he doesn't want to use it except for special occasions because he likes it so much he wants it to last forever! So it has only helped a little to make it more soft because he doesn't use it regularly. That is not the oil's fault though.,5.0,1,1,0.8182,0,0.5639,1,0.8369,0,1,0,,,,,,
18733,"I recently bought this product at the store, a gift to my mother. She fell in love with it and needed a new bottle within 3 weeks!! So, i hopped on amazing in hopes to find it!! I was happily satisfied until we tried the product. For some reason it was very gritty. Almost felt like pieces of sand were mixed into it. Not sure what happened. Maybe it was old or not store right. Normally this is a great product.",1.0,0,0,0.9451,0,0.5486,0,0.9559,1,0,0,,,,,,
15989,Can't wait to try them.,5.0,1,1,0.7512,0,0.5559,1,0.7394,0,1,0,,,,,,
11911,Smells,1.0,0,0,0.5506,1,0.8488,1,0.6134,1,1,0,,,,,,
7962,"They are beautiful very full. I mean 6 pairs for $9"" you just can't go wrong.",5.0,1,1,0.6416,0,0.5224,1,0.8143,0,1,0,,,,,,
10119,My makeup rubbed off and the finish wasn't matte,2.0,0,0,0.9966,1,0.5835,0,0.9941,0,1,0,,,,,,
2988,"Well, I'd like to know about the makeup brushes. I wasn't looking at a book listing.",1.0,0,1,0.684,0,0.5523,1,0.7764,1,1,0,,,,,,
18241,Smells great,5.0,1,1,0.9931,0,0.5472,1,0.9894,0,1,0,,,,,,
1943,Muy grandes,1.0,0,1,0.9102,1,0.7769,1,0.9803,1,0,1,,,,,,
13590,I love this stuff! I ordered 40 different colors and I just got them a few days ago. I save $20 now everytime I go to my nail place as thru charge $20 to do gel polish. I got my fill done and went home and put it on myself since I got the light and all equipment needed to do it. I didn't do a very neat job but I'm sure as time goes by I'll get better. Lol! I only needed two coats of this color. I have seen sone reviews of people needing more though.,5.0,1,1,0.964,1,0.6627,1,0.9972,1,0,0,,,,,,
1537,They look sooooo cheap.,1.0,0,0,0.8102,1,0.6281,0,0.9138,0,1,0,,,,,,
13161,"I have had bad cellulite for almost 10 years and nothing has ever really worked. I've purchased several cellulite products over the years; however, this is only product that is working for me. I have been using this cream for two weeks now, and while I haven’t seen mind-blowing results in this short time, I have definitely noticed my skin is a bit tighter and more firm. I use the product twice a day and find it feels best when I use it right after a shower. I’m definitely going to keep using this!<br /><br />Product provided by the seller for evaluation purposes",5.0,1,0,0.6201,1,0.8665,1,0.5275,1,1,0,,,,,,
2890,"I have short, thick, straight hair and used this shampoo the first time today...I am amazed at how manageable my hair was after just one shampoo! A little goes a long way. It has a grapefruit fragrance which I loved!",5.0,1,1,0.8762,0,0.5326,1,0.948,0,1,0,,,,,,
17185,scent is way too light,1.0,0,0,0.8539,1,0.7324,0,0.8297,0,1,0,,,,,,
3586,Not Hard Rubber,1.0,0,0,0.9263,0,0.762,0,0.9485,1,0,0,,,,,,
5156,"So, take this with a grain of salt because I have not bought nor used this product HOWEVER- vodka as the second ingredient is extremely worrying because any alcohol besides fatty alcohols (stearyl or cetyl alcohol) is VERY DRYING to the skin. Ethanol may cause a temporary tightening of pores but over long periods of use would break down the skin's barriers and severely decrease the skin's ability to retain moisture.<br /><br />""There is actually a significant amount of research showing denatured alcohol (ethanol) causes free-radical damage in skin even at low levels. Small amounts of alcohol on skin cells in lab settings (about 3%, but keep in mind skincare products use amounts ranging from 5% to 60% or greater) over the course of two days increased cell death by 26%. It also destroyed the substances in cells that reduce inflammation and defend against free radicals, and actually caused more free-radical damage.""<br /><br />source:[...]",1.0,0,0,0.5362,1,0.5906,0,0.7371,0,1,0,,,,,,
13378,"These things actually work. I was super skeptical, but after just wetting them and wiping off my face, all the oil is magically gone. My face feels dry and cleaner - granted, not as clean as when I use soap. I use it before bed because it’s easy, and it does exactly what I bought it to do.<br /><br />UPDATE: Three uses and they're dirty, they smell terrible, and neither the grime nor the stench will wash out no matter how we wash them. I used them just to get the day off my face before bedtime - no makeup or any products. Wish the promises hadn't been too good to be true....",1.0,0,1,0.6713,0,0.5654,1,0.8292,0,1,0,,,,,,
18235,"it works well. it isn't the same volume as a blow out, but I like this brush for Seattle and my curly frizzy hair.",4.0,1,1,0.8135,0,0.5736,1,0.9181,0,1,0,,,,,,
19816,This is not for an adult as stated. It will fit a Child.,1.0,0,0,0.7254,0,0.656,0,0.8693,1,0,0,,,,,,
17865,"Smells amazing! The only issue is... Once you put it on the smell is gone!! No matter how much u dab on.. It's a great smell tho.. It just Once it's on, you can't smell it!! I asked my man if he could smell it and he said no.. On a plus side the bottle is adorable..",2.0,0,1,0.7178,0,0.6206,0,0.7538,1,1,0,,,,,,
13106,This product does absolutely nothing for hair styling and is non-refundable.,1.0,0,0,0.9192,1,0.5721,0,0.9791,0,1,0,,,,,,
4712,"This chair had lightweight support underneath the seat cushion (not sure if it was thin plywood or some similar material) and the seat busted the first time someone sat on it. Other parts of the frame were more durable. If you want a chair you can sit on, I would recommend looking elsewhere or just hope my experience was an anomaly.",1.0,0,0,0.9655,1,0.5294,0,0.9893,0,1,0,,,,,,
8209,So far so good. Not too strong. Short sticks. Almost no smoke.,5.0,1,1,0.8904,0,0.6527,1,0.8899,0,1,0,,,,,,
3226,Works well for a few months and then stops misting,1.0,0,1,0.5999,0,0.6874,1,0.7463,0,1,0,,,,,,
2428,Barrette came damaged.,1.0,0,0,0.9609,1,0.6139,0,0.8658,0,1,0,,,,,,
6336,Worst hair I have bought on Amazon<br />Stinks and very poor quality,1.0,0,0,0.9915,1,0.5465,0,0.9874,0,1,0,,,,,,
6356,"It does work, but can easily break, be aware.",5.0,1,1,0.5535,0,0.6754,1,0.8548,0,1,0,,,,,,
13573,So practical to use ..<br />Great handle the brush is totally awesome,5.0,1,1,0.9849,0,0.5343,1,0.9981,0,1,0,,,,,,
15520,To loose around my head kept falling off.,4.0,1,0,0.7943,0,0.6203,0,0.9738,1,0,0,,,,,,
12402,Cheaply made fell apart after second use,1.0,0,0,0.9946,1,0.5745,0,0.9931,0,1,0,,,,,,
1921,Love this product my nails have been on for week in still look good no chips or breaks at all .. My best advise to who ever is using this product make sure your moving all access oil off your nail bed it will last longer and do 3 to 4 layers of dip so it don’t break or chip and stay away from your cuticle when applying,5.0,1,1,0.5488,1,0.5974,1,0.6541,1,0,0,,,,,,
1771,"This razor has all the performance and features found on much higher priced units. It could be a bit quieter but, it isn't all that bad. I really like the ""time remaining read-out"". Most important - it shaves great.",5.0,1,1,0.9254,0,0.7317,1,0.747,0,1,0,,,,,,
16636,"I have two hair bonnets. One has the bungee type tightened and the other, this one, has a sliding belt-type closure. I prefer this but I also feel like it might wear down faster, but it is holding up just fine for now. I wear a hair bonnet every night to sleep since my stylist recommended it for my dry hair. I spray leave-in conditioner on and put on a silk bonnet. My hair is much softer so I am now buying more bonnets which gives me a better understanding of the pros and cons. I have a good amount of thick hair and I really appreciate that this bonnet has a lot of room. That being said, it might be too much room for people with shorter cuts. It is very easy to use and can tighten with one hand. It stays in place and is very comfortable, to the point I sometimes forget it is on and wander around the house in the morning with it on until my husband points it out. Overall, this is my favorite sleep bonnet so far.",4.0,1,0,0.5369,1,0.7453,0,0.5513,0,1,0,,,,,,
8561,"Environmentally sound, but bristles doesn’t last as long as expected. Good to swap out more often for hygiene but more turnover more waste.",5.0,1,1,0.6249,1,0.5235,1,0.5642,1,0,0,,,,,,
12615,"This is probably the best bang-for-buck purchase I ever made on Amazon. It's durable, works as expected and makes shaving waaaay more pleasurable.<br /><br />Pro tip: About every 4 months I treat it with a Rain-X typeproduct (Note: I don't think you can use Rain-X on plastic, so make sure yours will not damage it) and that significantly increases my shaving pleasure. It makes the water bead off the mirror surface while showering. It also slows the buildup of minerals from the water on the mirror surface. Even if you don't use a plastic treatment, take some time to buff off the minerals every month or so. You'll be surprised at what a difference it makes.",5.0,1,1,0.8196,0,0.6282,1,0.9297,0,1,0,,,,,,
11865,"There are pros and cons to the Tirtyl Hand Soap Sheet Variety Pack. I found it difficult to get a decent lather from the sheets, even when using 2 or 3 at a time. This makes them less than ideal for bathing. However, I did get them to do a great job for cleaning just my hands. I would suggest them for cleaning hands while on the go. The scent is very light when added to water. A tin is included, which is a bit more durable than the paper envelopes. The tin slides open, matchbox style. I would recommend using the tin as it will withstand being transported in a pocket, purse or bag better than the paper envelopes. If you anticipate being exposed to rain, I would suggest to place the tin and/or envelopes into a plastic bag. Using water and friction is superior to using hand sanitizer, and with the soap sheets you will be able to maintain much cleaner hands while out and about.<br /><br />If you are looking for a portable soap for bathing, I would still suggest to use bar soap wrapped in wax paper inside a plastic bag. If you are in situations where you need to wash hands without soap provided, these are ideal for that need. I would recommend the soap sheets as they are easy to transport and cost effective for hand washing. I hope you find my experience helpful and kindly will click the button below.",4.0,1,1,0.8697,1,0.7759,1,0.9598,1,0,0,,,,,,
6684,I love this product it is easy to use and the wax isn’t very painful when you take it off. It does at smell bad and it gets warm quickly. I used it for my upper lip and it took all my hairs off.,5.0,1,1,0.6239,0,0.569,1,0.9644,0,1,0,,,,,,
12606,"I remember my grandmother doing her spiritial ceremonies every year, for the Saints or for the birthday of the native Indian spirit burn a cigar and smoke some and blow it on us , just an over around Puerto Rican ritual.This smell is perfect in a hot tub and I spray my house with it can't live without it.A+",5.0,1,1,0.803,0,0.6054,1,0.7967,0,1,0,,,,,,
18019,"I'm glad I ordered this hairdryer, my style looks better than it has before. My hair drys faster and is smoother. Thanks!",5.0,1,1,0.9688,0,0.5772,1,0.9953,0,1,0,,,,,,
6170,Very cheap and broke first use.,1.0,0,0,0.8782,1,0.5053,0,0.9923,0,1,0,,,,,,
1483,They will eventually get matted. It is what it is.,2.0,0,0,0.8791,0,0.6404,1,0.5089,1,0,0,,,,,,
4603,stiff,1.0,0,0,0.7573,1,0.863,0,0.6996,0,1,0,,,,,,
19803,Colors are beautiful but chip off almost immediately even with a good top coat.,2.0,0,1,0.7331,0,0.5807,1,0.7198,1,1,0,,,,,,
